state,handgun,long_gun,multiple,year,month
Louisiana,11865.0,13673.0,679,2016,10
Maine,4320.0,6926.0,435,2016,10
Mariana Islands,0.0,1.0,0,2016,10
Maryland,4280.0,6786.0,32,2016,10
Massachusetts,6415.0,3680.0,198,2016,10
Michigan,12680.0,13539.0,287,2016,10
Minnesota,11394.0,18553.0,511,2016,10
Mississippi,7564.0,8323.0,406,2016,10
Missouri,21994.0,20919.0,1196,2016,10
Montana,3035.0,6689.0,271,2016,10
Nebraska,144.0,2817.0,8,2016,10
Nevada,5614.0,3471.0,378,2016,10
New Hampshire,5968.0,4672.0,4,2016,10
New Jersey,5391.0,4567.0,0,2016,10
New Mexico,5449.0,4826.0,282,2016,10
New York,10820.0,21094.0,219,2016,10
North Carolina,1353.0,15980.0,217,2016,10
North Dakota,1674.0,4451.0,113,2016,10
Ohio,30593.0,21991.0,1521,2016,10
Oklahoma,11560.0,11325.0,852,2016,10
Oregon,14749.0,13412.0,0,2016,10
Pennsylvania,56836.0,16223.0,0,2016,10
Puerto Rico,1165.0,194.0,25,2016,10
Rhode Island,1162.0,950.0,214,2016,10
South Carolina,9270.0,7797.0,396,2016,10
South Dakota,3127.0,6859.0,242,2016,10
Tennessee,23542.0,18514.0,74,2016,10
Texas,46518.0,44519.0,2901,2016,10
Utah,3588.0,4603.0,0,2016,10
Vermont,1485.0,2099.0,84,2016,10
Virgin Islands,16.0,13.0,0,2016,10
Virginia,24337.0,20433.0,0,2016,10
Washington,18601.0,15455.0,745,2016,10
West Virginia,6721.0,7737.0,405,2016,10
Wisconsin,15514.0,17376.0,52,2016,10
Wyoming,1709.0,2307.0,116,2016,10
Alabama,7125.0,8449.0,372,2016,9
Alaska,2654.0,3126.0,181,2016,9
Arizona,11769.0,8951.0,639,2016,9
Arkansas,4802.0,6284.0,324,2016,9
California,39213.0,43015.0,0,2016,9
Colorado,17390.0,14521.0,1136,2016,9
Connecticut,5424.0,2472.0,0,2016,9
Delaware,1759.0,1894.0,84,2016,9
District of Columbia,46.0,4.0,2,2016,9
Florida,45848.0,22439.0,1891,2016,9
Georgia,12258.0,9766.0,513,2016,9
Guam,99.0,63.0,2,2016,9
Hawaii,0.0,0.0,0,2016,9
Idaho,3124.0,5230.0,211,2016,9
Illinois,20298.0,11876.0,773,2016,9
Indiana,17402.0,13402.0,636,2016,9
Iowa,154.0,2694.0,8,2016,9
Kansas,4903.0,5614.0,288,2016,9
Kentucky,8917.0,8172.0,590,2016,9
Louisiana,12875.0,13747.0,790,2016,9
Maine,3841.0,5203.0,298,2016,9
Mariana Islands,0.0,1.0,0,2016,9
Maryland,3626.0,5428.0,20,2016,9
Massachusetts,5584.0,3210.0,150,2016,9
Michigan,10056.0,11311.0,235,2016,9
Minnesota,9548.0,16213.0,413,2016,9
Mississippi,6904.0,6592.0,377,2016,9
Missouri,17808.0,15528.0,949,2016,9
Montana,2702.0,5404.0,227,2016,9
Nebraska,104.0,2144.0,4,2016,9
Nevada,4281.0,2764.0,272,2016,9
New Hampshire,5100.0,3766.0,4,2016,9
New Jersey,5249.0,3864.0,0,2016,9
New Mexico,4793.0,4277.0,286,2016,9
New York,9700.0,17804.0,208,2016,9
North Carolina,1068.0,14018.0,245,2016,9
North Dakota,1273.0,3381.0,84,2016,9
Ohio,24297.0,18038.0,1121,2016,9
Oklahoma,9638.0,10003.0,819,2016,9
Oregon,13325.0,13046.0,0,2016,9
Pennsylvania,46101.0,12697.0,0,2016,9
Puerto Rico,1110.0,213.0,24,2016,9
Rhode Island,1031.0,767.0,168,2016,9
South Carolina,8725.0,7088.0,352,2016,9
South Dakota,2530.0,4663.0,179,2016,9
Tennessee,20721.0,15120.0,1141,2016,9
Texas,37858.0,42308.0,2436,2016,9
Utah,2918.0,4440.0,0,2016,9
Vermont,1233.0,1701.0,96,2016,9
Virgin Islands,25.0,7.0,1,2016,9
Virginia,20325.0,16687.0,0,2016,9
Washington,15261.0,13621.0,684,2016,9
West Virginia,6122.0,6495.0,436,2016,9
Wisconsin,13271.0,14796.0,33,2016,9
Wyoming,1521.0,2207.0,98,2016,9
Alabama,8243.0,7808.0,384,2016,8
Alaska,2725.0,3484.0,202,2016,8
Arizona,12069.0,8601.0,617,2016,8
Arkansas,5666.0,6108.0,333,2016,8
California,43344.0,43552.0,0,2016,8
Colorado,18116.0,14054.0,1078,2016,8
Connecticut,9929.0,3941.0,0,2016,8
Delaware,1662.0,1562.0,80,2016,8
District of Columbia,56.0,3.0,1,2016,8
Florida,49867.0,23359.0,1877,2016,8
Georgia,12627.0,9187.0,513,2016,8
Guam,95.0,54.0,5,2016,8
Hawaii,0.0,0.0,0,2016,8
Idaho,3194.0,4214.0,187,2016,8
Illinois,60745.0,30602.0,1963,2016,8
Indiana,18906.0,13606.0,596,2016,8
Iowa,182.0,2345.0,3,2016,8
Kansas,4987.0,5437.0,283,2016,8
Kentucky,8842.0,7187.0,445,2016,8
Louisiana,13082.0,10527.0,845,2016,8
Maine,3294.0,3546.0,172,2016,8
Mariana Islands,0.0,2.0,0,2016,8
Maryland,4249.0,5109.0,23,2016,8
Massachusetts,5601.0,2915.0,190,2016,8
Michigan,10650.0,9117.0,202,2016,8
Minnesota,9391.0,11884.0,381,2016,8
Mississippi,11193.0,9085.0,600,2016,8
Missouri,18394.0,15365.0,953,2016,8
Montana,2882.0,4487.0,224,2016,8
Nebraska,126.0,1805.0,2,2016,8
Nevada,4676.0,2629.0,274,2016,8
New Hampshire,4732.0,3421.0,8,2016,8
New Jersey,5541.0,3962.0,0,2016,8
New Mexico,5170.0,4224.0,321,2016,8
New York,10716.0,14278.0,187,2016,8
North Carolina,1208.0,12513.0,180,2016,8
North Dakota,1284.0,2601.0,69,2016,8
Ohio,26261.0,17526.0,1160,2016,8
Oklahoma,10881.0,9762.0,788,2016,8
Oregon,12661.0,10173.0,0,2016,8
Pennsylvania,46155.0,11700.0,0,2016,8
Puerto Rico,1073.0,234.0,24,2016,8
Rhode Island,1039.0,770.0,145,2016,8
South Carolina,8828.0,6906.0,330,2016,8
South Dakota,2387.0,3559.0,133,2016,8
Tennessee,22737.0,16198.0,1190,2016,8
Texas,42302.0,40269.0,2347,2016,8
Utah,2917.0,3503.0,0,2016,8
Vermont,1269.0,1296.0,47,2016,8
Virgin Islands,29.0,6.0,0,2016,8
Virginia,21108.0,15802.0,0,2016,8
Washington,15083.0,11376.0,606,2016,8
West Virginia,6916.0,5283.0,345,2016,8
Wisconsin,14764.0,12079.0,43,2016,8
Wyoming,1721.0,2079.0,96,2016,8
Alabama,10132.0,7392.0,465,2016,7
Alaska,2898.0,2816.0,165,2016,7
Arizona,13693.0,8643.0,642,2016,7
Arkansas,6323.0,5053.0,367,2016,7
California,46361.0,47594.0,0,2016,7
Colorado,18765.0,15176.0,1054,2016,7
Connecticut,11328.0,4015.0,0,2016,7
Delaware,1859.0,1569.0,74,2016,7
District of Columbia,57.0,1.0,2,2016,7
Florida,57902.0,28000.0,2324,2016,7
Georgia,15342.0,8597.0,632,2016,7
Guam,94.0,56.0,7,2016,7
Hawaii,0.0,0.0,0,2016,7
Idaho,3592.0,3576.0,203,2016,7
Illinois,21421.0,11881.0,881,2016,7
Indiana,19508.0,12191.0,644,2016,7
Iowa,186.0,2227.0,1,2016,7
Kansas,6075.0,4942.0,329,2016,7
Kentucky,9378.0,6615.0,534,2016,7
Louisiana,21637.0,12252.0,1031,2016,7
Maine,3426.0,3026.0,166,2016,7
Mariana Islands,0.0,1.0,0,2016,7
Maryland,3973.0,5505.0,35,2016,7
Massachusetts,6257.0,5108.0,439,2016,7
Michigan,11308.0,8095.0,239,2016,7
Minnesota,9743.0,9207.0,373,2016,7
Mississippi,10425.0,6125.0,459,2016,7
Missouri,20791.0,13575.0,981,2016,7
Montana,2894.0,3882.0,194,2016,7
Nebraska,93.0,1529.0,5,2016,7
Nevada,5194.0,3006.0,308,2016,7
New Hampshire,5200.0,3716.0,3,2016,7
New Jersey,5708.0,4155.0,0,2016,7
New Mexico,5380.0,3966.0,300,2016,7
New York,10900.0,13073.0,204,2016,7
North Carolina,1157.0,12487.0,215,2016,7
North Dakota,1333.0,2457.0,64,2016,7
Ohio,27876.0,17720.0,1232,2016,7
Oklahoma,11750.0,8792.0,752,2016,7
Oregon,14284.0,10507.0,0,2016,7
Pennsylvania,46843.0,11793.0,0,2016,7
Puerto Rico,1038.0,234.0,20,2016,7
Rhode Island,1133.0,951.0,155,2016,7
South Carolina,9967.0,5880.0,361,2016,7
South Dakota,2490.0,3004.0,135,2016,7
Tennessee,26276.0,16118.0,1374,2016,7
Texas,50499.0,34266.0,2698,2016,7
Utah,3381.0,3328.0,102,2016,7
Vermont,1293.0,1201.0,57,2016,7
Virgin Islands,21.0,2.0,1,2016,7
Virginia,24671.0,16731.0,0,2016,7
Washington,15652.0,11536.0,653,2016,7
West Virginia,6417.0,5134.0,403,2016,7
Wisconsin,13182.0,9870.0,38,2016,7
Wyoming,1619.0,1769.0,99,2016,7
Alabama,9146.0,7273.0,431,2016,6
Alaska,2987.0,3204.0,185,2016,6
Arizona,12942.0,8614.0,685,2016,6
Arkansas,5454.0,4574.0,333,2016,6
California,43042.0,37512.0,0,2016,6
Colorado,17790.0,15115.0,1061,2016,6
Connecticut,12011.0,3974.0,0,2016,6
Delaware,1842.0,1621.0,93,2016,6
District of Columbia,46.0,3.0,0,2016,6
Florida,55934.0,29501.0,2428,2016,6
Georgia,13307.0,7859.0,550,2016,6
Guam,104.0,50.0,3,2016,6
Hawaii,0.0,0.0,0,2016,6
Idaho,3445.0,4143.0,192,2016,6
Illinois,22277.0,12787.0,891,2016,6
Indiana,18307.0,11949.0,674,2016,6
Iowa,129.0,2004.0,8,2016,6
Kansas,5275.0,4447.0,306,2016,6
Kentucky,8703.0,6584.0,499,2016,6
Louisiana,12082.0,8428.0,596,2016,6
Maine,3433.0,2943.0,183,2016,6
Mariana Islands,0.0,1.0,0,2016,6
Maryland,4288.0,4864.0,49,2016,6
Massachusetts,5965.0,3404.0,241,2016,6
Michigan,10335.0,8282.0,227,2016,6
Minnesota,8880.0,9723.0,433,2016,6
Mississippi,7804.0,4692.0,369,2016,6
Missouri,18770.0,13295.0,958,2016,6
Montana,2968.0,4379.0,171,2016,6
Nebraska,107.0,1609.0,6,2016,6
Nevada,4949.0,3114.0,279,2016,6
New Hampshire,5166.0,3453.0,6,2016,6
New Jersey,6266.0,4294.0,0,2016,6
New Mexico,5336.0,4231.0,300,2016,6
New York,10062.0,12213.0,200,2016,6
North Carolina,1181.0,11749.0,223,2016,6
North Dakota,1312.0,2377.0,64,2016,6
Ohio,24397.0,17086.0,1203,2016,6
Oklahoma,11933.0,8811.0,802,2016,6
Oregon,14054.0,11400.0,0,2016,6
Pennsylvania,44677.0,11841.0,0,2016,6
Puerto Rico,1025.0,214.0,18,2016,6
Rhode Island,1146.0,862.0,173,2016,6
South Carolina,9619.0,5599.0,348,2016,6
South Dakota,2460.0,3139.0,143,2016,6
Tennessee,22476.0,15194.0,1465,2016,6
Texas,46816.0,33501.0,2509,2016,6
Utah,3433.0,3731.0,186,2016,6
Vermont,1240.0,1225.0,85,2016,6
Virgin Islands,24.0,7.0,1,2016,6
Virginia,20132.0,15480.0,0,2016,6
Washington,17040.0,13267.0,711,2016,6
West Virginia,6602.0,4821.0,392,2016,6
Wisconsin,12464.0,11144.0,70,2016,6
Wyoming,1638.0,2110.0,104,2016,6
Alabama,7903.0,5256.0,294,2016,5
Alaska,2582.0,2391.0,160,2016,5
Arizona,10994.0,6539.0,529,2016,5
Arkansas,4551.0,3596.0,224,2016,5
California,38301.0,28723.0,0,2016,5
Colorado,16293.0,11252.0,921,2016,5
Connecticut,9953.0,3362.0,0,2016,5
Delaware,1722.0,1121.0,57,2016,5
District of Columbia,47.0,6.0,0,2016,5
Florida,42845.0,17025.0,1506,2016,5
Georgia,10866.0,5510.0,420,2016,5
Guam,119.0,56.0,10,2016,5
Hawaii,0.0,0.0,0,2016,5
Idaho,3132.0,3323.0,167,2016,5
Illinois,19264.0,8686.0,598,2016,5
Indiana,16842.0,9264.0,543,2016,5
Iowa,121.0,1569.0,3,2016,5
Kansas,4648.0,3553.0,263,2016,5
Kentucky,8049.0,5244.0,414,2016,5
Louisiana,9561.0,5788.0,406,2016,5
Maine,3009.0,2464.0,141,2016,5
Mariana Islands,0.0,1.0,0,2016,5
Maryland,4099.0,4148.0,21,2016,5
Massachusetts,5278.0,2325.0,158,2016,5
Michigan,9834.0,6490.0,162,2016,5
Minnesota,8772.0,7638.0,340,2016,5
Mississippi,7005.0,3541.0,317,2016,5
Missouri,16909.0,10162.0,824,2016,5
Montana,2724.0,3881.0,175,2016,5
Nebraska,78.0,1277.0,5,2016,5
Nevada,4365.0,2329.0,225,2016,5
New Hampshire,4262.0,2645.0,5,2016,5
New Jersey,6542.0,3027.0,0,2016,5
New Mexico,4485.0,3269.0,224,2016,5
New York,10118.0,10815.0,151,2016,5
North Carolina,1119.0,8506.0,169,2016,5
North Dakota,1186.0,1798.0,48,2016,5
Ohio,26069.0,13219.0,973,2016,5
Oklahoma,10385.0,6490.0,686,2016,5
Oregon,12038.0,9194.0,0,2016,5
Pennsylvania,39963.0,8770.0,0,2016,5
Puerto Rico,991.0,166.0,20,2016,5
Rhode Island,936.0,536.0,113,2016,5
South Carolina,7570.0,3922.0,241,2016,5
South Dakota,2161.0,2666.0,151,2016,5
Tennessee,19232.0,10394.0,941,2016,5
Texas,39446.0,25424.0,1919,2016,5
Utah,3097.0,3067.0,162,2016,5
Vermont,1096.0,1026.0,58,2016,5
Virgin Islands,26.0,2.0,0,2016,5
Virginia,18183.0,10896.0,0,2016,5
Washington,14601.0,9033.0,504,2016,5
West Virginia,6099.0,4179.0,350,2016,5
Wisconsin,11438.0,8481.0,39,2016,5
Wyoming,1497.0,1671.0,89,2016,5
Alabama,9742.0,6977.0,412,2016,4
Alaska,3036.0,2777.0,176,2016,4
Arizona,13086.0,7278.0,538,2016,4
Arkansas,5334.0,4513.0,281,2016,4
California,41862.0,30133.0,0,2016,4
Colorado,17897.0,12560.0,1005,2016,4
Connecticut,11882.0,3936.0,0,2016,4
Delaware,1878.0,1313.0,62,2016,4
District of Columbia,55.0,3.0,0,2016,4
Florida,48697.0,19716.0,1596,2016,4
Georgia,13673.0,6764.0,443,2016,4
Guam,100.0,45.0,7,2016,4
Hawaii,0.0,0.0,0,2016,4
Idaho,3376.0,3720.0,157,2016,4
Illinois,24894.0,11132.0,870,2016,4
Indiana,20756.0,12137.0,637,2016,4
Iowa,184.0,2453.0,2,2016,4
Kansas,5785.0,4540.0,274,2016,4
Kentucky,9657.0,7070.0,481,2016,4
Louisiana,11703.0,6552.0,544,2016,4
Maine,3970.0,3254.0,178,2016,4
Mariana Islands,0.0,0.0,0,2016,4
Maryland,4294.0,4966.0,19,2016,4
Massachusetts,6227.0,3009.0,166,2016,4
Michigan,13598.0,8647.0,189,2016,4
Minnesota,12547.0,12295.0,469,2016,4
Mississippi,8765.0,4139.0,341,2016,4
Missouri,19787.0,12754.0,896,2016,4
Montana,2989.0,4388.0,201,2016,4
Nebraska,116.0,1650.0,5,2016,4
Nevada,5135.0,2793.0,255,2016,4
New Hampshire,5337.0,3400.0,4,2016,4
New Jersey,6887.0,3331.0,0,2016,4
New Mexico,5311.0,3967.0,236,2016,4
New York,11281.0,14660.0,205,2016,4
North Carolina,1250.0,10280.0,209,2016,4
North Dakota,2083.0,2791.0,113,2016,4
Ohio,32959.0,17664.0,1244,2016,4
Oklahoma,13132.0,8302.0,811,2016,4
Oregon,13102.0,9998.0,0,2016,4
Pennsylvania,51472.0,11628.0,0,2016,4
Puerto Rico,947.0,202.0,17,2016,4
Rhode Island,1149.0,746.0,138,2016,4
South Carolina,9617.0,4618.0,270,2016,4
South Dakota,2981.0,3412.0,175,2016,4
Tennessee,22965.0,12049.0,991,2016,4
Texas,45339.0,27823.0,2289,2016,4
Utah,3560.0,3646.0,161,2016,4
Vermont,1483.0,1557.0,82,2016,4
Virgin Islands,23.0,3.0,0,2016,4
Virginia,21709.0,13235.0,0,2016,4
Washington,15988.0,9698.0,538,2016,4
West Virginia,6908.0,5417.0,368,2016,4
Wisconsin,15693.0,13348.0,38,2016,4
Wyoming,1764.0,1952.0,92,2016,4
Alabama,14372.0,9115.0,580,2016,3
Alaska,3171.0,2750.0,189,2016,3
Arizona,14387.0,7907.0,614,2016,3
Arkansas,7603.0,5448.0,353,2016,3
California,45266.0,31454.0,0,2016,3
Colorado,20049.0,12776.0,1192,2016,3
Connecticut,13996.0,4388.0,0,2016,3
Delaware,2353.0,1611.0,87,2016,3
District of Columbia,74.0,6.0,0,2016,3
Florida,54164.0,22000.0,1748,2016,3
Georgia,18272.0,8517.0,540,2016,3
Guam,115.0,58.0,7,2016,3
Hawaii,0.0,0.0,0,2016,3
Idaho,3925.0,4208.0,206,2016,3
Illinois,29052.0,12971.0,982,2016,3
Indiana,27883.0,13485.0,826,2016,3
Iowa,252.0,3012.0,2,2016,3
Kansas,7683.0,5368.0,296,2016,3
Kentucky,13816.0,8391.0,595,2016,3
Louisiana,13738.0,7553.0,552,2016,3
Maine,4725.0,3320.0,189,2016,3
Mariana Islands,0.0,1.0,0,2016,3
Maryland,4866.0,5363.0,13,2016,3
Massachusetts,7019.0,3275.0,174,2016,3
Michigan,18316.0,10145.0,223,2016,3
Minnesota,13738.0,11323.0,442,2016,3
Mississippi,11287.0,5697.0,369,2016,3
Missouri,27030.0,15359.0,1055,2016,3
Montana,3305.0,4621.0,234,2016,3
Nebraska,132.0,1944.0,5,2016,3
Nevada,6116.0,3062.0,295,2016,3
New Hampshire,5912.0,3506.0,7,2016,3
New Jersey,7346.0,3582.0,0,2016,3
New Mexico,6497.0,4466.0,302,2016,3
New York,12474.0,15134.0,193,2016,3
North Carolina,1494.0,12263.0,197,2016,3
North Dakota,1945.0,2711.0,72,2016,3
Ohio,40331.0,19408.0,1459,2016,3
Oklahoma,14892.0,8975.0,824,2016,3
Oregon,15513.0,11510.0,0,2016,3
Pennsylvania,60489.0,12299.0,0,2016,3
Puerto Rico,948.0,200.0,22,2016,3
Rhode Island,1411.0,858.0,153,2016,3
South Carolina,12312.0,6138.0,345,2016,3
South Dakota,3451.0,3588.0,174,2016,3
Tennessee,27951.0,14909.0,1099,2016,3
Texas,55547.0,31794.0,2444,2016,3
Utah,3772.0,3883.0,186,2016,3
Vermont,1941.0,1715.0,78,2016,3
Virgin Islands,19.0,3.0,1,2016,3
Virginia,26264.0,14622.0,0,2016,3
Washington,19501.0,10947.0,615,2016,3
West Virginia,9481.0,6336.0,470,2016,3
Wisconsin,18439.0,14836.0,35,2016,3
Wyoming,1995.0,2026.0,103,2016,3
Alabama,29311.0,15054.0,1162,2016,2
Alaska,3190.0,2428.0,180,2016,2
Arizona,16820.0,8782.0,856,2016,2
Arkansas,10532.0,7028.0,638,2016,2
California,44461.0,29486.0,0,2016,2
Colorado,22384.0,13355.0,1302,2016,2
Connecticut,13316.0,4250.0,0,2016,2
Delaware,2702.0,1633.0,94,2016,2
District of Columbia,74.0,7.0,0,2016,2
Florida,62770.0,25228.0,2138,2016,2
Georgia,24534.0,10747.0,992,2016,2
Guam,85.0,44.0,4,2016,2
Hawaii,0.0,0.0,0,2016,2
Idaho,4419.0,4321.0,277,2016,2
Illinois,30241.0,13543.0,1035,2016,2
Indiana,32373.0,14947.0,935,2016,2
Iowa,279.0,2859.0,7,2016,2
Kansas,9407.0,6165.0,525,2016,2
Kentucky,19243.0,10414.0,1137,2016,2
Louisiana,16474.0,9031.0,773,2016,2
Maine,5426.0,3234.0,161,2016,2
Mariana Islands,0.0,1.0,0,2016,2
Maryland,4368.0,5803.0,38,2016,2
Massachusetts,6253.0,2838.0,169,2016,2
Michigan,19778.0,10899.0,258,2016,2
Minnesota,12754.0,9635.0,400,2016,2
Mississippi,15296.0,7203.0,603,2016,2
Missouri,30802.0,16707.0,1455,2016,2
Montana,3779.0,4151.0,325,2016,2
Nebraska,154.0,2078.0,11,2016,2
Nevada,6643.0,3115.0,333,2016,2
New Hampshire,6798.0,3464.0,5,2016,2
New Jersey,6007.0,3613.0,0,2016,2
New Mexico,7455.0,5049.0,506,2016,2
New York,11963.0,15324.0,203,2016,2
North Carolina,1543.0,14935.0,432,2016,2
North Dakota,2100.0,2419.0,85,2016,2
Ohio,45459.0,20745.0,1873,2016,2
Oklahoma,18984.0,10754.0,1290,2016,2
Oregon,17116.0,11665.0,0,2016,2
Pennsylvania,61933.0,11791.0,0,2016,2
Puerto Rico,885.0,152.0,22,2016,2
Rhode Island,1288.0,848.0,152,2016,2
South Carolina,15746.0,6847.0,538,2016,2
South Dakota,4170.0,4009.0,252,2016,2
Tennessee,36439.0,18121.0,1546,2016,2
Texas,72584.0,37980.0,3891,2016,2
Utah,4413.0,4000.0,220,2016,2
Vermont,2273.0,1681.0,86,2016,2
Virgin Islands,25.0,4.0,0,2016,2
Virginia,30085.0,15948.0,0,2016,2
Washington,20583.0,11991.0,863,2016,2
West Virginia,10746.0,7436.0,757,2016,2
Wisconsin,19465.0,12431.0,62,2016,2
Wyoming,2287.0,2036.0,150,2016,2
Alabama,25445.0,14785.0,884,2016,1
Alaska,2859.0,2245.0,164,2016,1
Arizona,15745.0,8512.0,575,2016,1
Arkansas,7954.0,5982.0,340,2016,1
California,52139.0,32970.0,0,2016,1
Colorado,23518.0,13327.0,1236,2016,1
Connecticut,13096.0,4366.0,0,2016,1
Delaware,2548.0,1608.0,73,2016,1
District of Columbia,52.0,3.0,0,2016,1
Florida,62085.0,26356.0,2036,2016,1
Georgia,18236.0,9696.0,564,2016,1
Guam,102.0,57.0,6,2016,1
Hawaii,0.0,0.0,0,2016,1
Idaho,4221.0,3820.0,156,2016,1
Illinois,32112.0,12869.0,813,2016,1
Indiana,29653.0,14356.0,939,2016,1
Iowa,292.0,2600.0,9,2016,1
Kansas,9196.0,6580.0,381,2016,1
Kentucky,13847.0,7713.0,416,2016,1
Louisiana,15485.0,10374.0,642,2016,1
Maine,4625.0,3054.0,152,2016,1
Mariana Islands,0.0,3.0,0,2016,1
Maryland,3981.0,5541.0,16,2016,1
Massachusetts,7211.0,3500.0,201,2016,1
Michigan,17641.0,9995.0,215,2016,1
Minnesota,12426.0,8624.0,414,2016,1
Mississippi,10257.0,6713.0,365,2016,1
Missouri,28980.0,15693.0,955,2016,1
Montana,3354.0,3574.0,205,2016,1
Nebraska,179.0,2256.0,13,2016,1
Nevada,6064.0,2835.0,257,2016,1
New Hampshire,7146.0,3591.0,4,2016,1
New Jersey,4520.0,4005.0,0,2016,1
New Mexico,5921.0,4206.0,288,2016,1
New York,12020.0,15461.0,200,2016,1
North Carolina,1350.0,12950.0,178,2016,1
North Dakota,2159.0,2554.0,81,2016,1
Ohio,38028.0,18613.0,1322,2016,1
Oklahoma,18688.0,10863.0,889,2016,1
Oregon,15930.0,10403.0,0,2016,1
Pennsylvania,57355.0,10224.0,0,2016,1
Puerto Rico,940.0,147.0,21,2016,1
Rhode Island,1413.0,898.0,177,2016,1
South Carolina,12380.0,6289.0,326,2016,1
South Dakota,3782.0,3815.0,171,2016,1
Tennessee,30411.0,16571.0,1271,2016,1
Texas,72626.0,38396.0,2700,2016,1
Utah,4662.0,3654.0,174,2016,1
Vermont,1863.0,1379.0,65,2016,1
Virgin Islands,26.0,0.0,1,2016,1
Virginia,27033.0,15699.0,0,2016,1
Washington,20427.0,11355.0,595,2016,1
West Virginia,7419.0,5505.0,349,2016,1
Wisconsin,17969.0,10756.0,42,2016,1
Wyoming,2181.0,1983.0,104,2016,1
Alabama,47605.0,33710.0,1752,2015,12
Alaska,5265.0,4638.0,214,2015,12
Arizona,25562.0,14725.0,995,2015,12
Arkansas,13780.0,15241.0,521,2015,12
California,74399.0,48762.0,0,2015,12
Colorado,34653.0,22880.0,1650,2015,12
Connecticut,17828.0,6337.0,0,2015,12
Delaware,3615.0,3274.0,137,2015,12
District of Columbia,76.0,3.0,0,2015,12
Florida,86940.0,45769.0,3005,2015,12
Georgia,34974.0,25174.0,1218,2015,12
Guam,145.0,60.0,4,2015,12
Hawaii,0.0,0.0,0,2015,12
Idaho,7023.0,7813.0,276,2015,12
Illinois,37193.0,20864.0,1298,2015,12
Indiana,44150.0,26105.0,1303,2015,12
Iowa,436.0,5654.0,8,2015,12
Kansas,12324.0,12127.0,570,2015,12
Kentucky,25569.0,19995.0,896,2015,12
Louisiana,27778.0,25151.0,1128,2015,12
Maine,7493.0,5410.0,253,2015,12
Mariana Islands,0.0,1.0,0,2015,12
Maryland,4750.0,10241.0,17,2015,12
Massachusetts,9398.0,4762.0,287,2015,12
Michigan,25578.0,18826.0,351,2015,12
Minnesota,16319.0,15491.0,499,2015,12
Mississippi,20000.0,18908.0,752,2015,12
Missouri,43300.0,30091.0,1649,2015,12
Montana,5902.0,7250.0,236,2015,12
Nebraska,282.0,4801.0,7,2015,12
Nevada,9510.0,5088.0,462,2015,12
New Hampshire,9537.0,5204.0,5,2015,12
New Jersey,4304.0,6531.0,0,2015,12
New Mexico,9027.0,7653.0,408,2015,12
New York,15179.0,27786.0,251,2015,12
North Carolina,2536.0,31238.0,291,2015,12
North Dakota,3056.0,4212.0,148,2015,12
Ohio,60280.0,38256.0,2093,2015,12
Oklahoma,28388.0,21086.0,1369,2015,12
Oregon,23952.0,17062.0,0,2015,12
Pennsylvania,90055.0,18758.0,0,2015,12
Puerto Rico,1048.0,234.0,18,2015,12
Rhode Island,1663.0,1316.0,213,2015,12
South Carolina,21019.0,16517.0,649,2015,12
South Dakota,5240.0,6979.0,266,2015,12
Tennessee,51923.0,36311.0,2216,2015,12
Texas,107224.0,80247.0,4505,2015,12
Utah,8559.0,9114.0,362,2015,12
Vermont,2428.0,2058.0,86,2015,12
Virgin Islands,34.0,2.0,0,2015,12
Virginia,41097.0,29651.0,0,2015,12
Washington,29473.0,18515.0,837,2015,12
West Virginia,15080.0,13869.0,651,2015,12
Wisconsin,24898.0,17831.0,58,2015,12
Wyoming,3900.0,3754.0,145,2015,12
Alabama,23022.0,22650.0,1178,2015,11
Alaska,3062.0,3209.0,184,2015,11
Arizona,12382.0,9041.0,618,2015,11
Arkansas,6359.0,11611.0,376,2015,11
California,41181.0,35007.0,0,2015,11
Colorado,19784.0,16082.0,1151,2015,11
Connecticut,11594.0,5072.0,0,2015,11
Delaware,2152.0,2424.0,72,2015,11
District of Columbia,54.0,2.0,0,2015,11
Florida,50796.0,28981.0,1957,2015,11
Georgia,16635.0,15227.0,758,2015,11
Guam,100.0,55.0,3,2015,11
Hawaii,0.0,0.0,0,2015,11
Idaho,3609.0,5227.0,189,2015,11
Illinois,24412.0,17227.0,1032,2015,11
Indiana,25519.0,20227.0,808,2015,11
Iowa,267.0,4596.0,4,2015,11
Kansas,7086.0,8702.0,396,2015,11
Kentucky,12155.0,14847.0,648,2015,11
Louisiana,14708.0,17368.0,793,2015,11
Maine,4048.0,4387.0,171,2015,11
Mariana Islands,0.0,0.0,0,2015,11
Maryland,3220.0,8310.0,9,2015,11
Massachusetts,6083.0,3931.0,175,2015,11
Michigan,13634.0,17604.0,238,2015,11
Minnesota,9373.0,14173.0,330,2015,11
Mississippi,9785.0,13191.0,523,2015,11
Missouri,21135.0,22852.0,1060,2015,11
Montana,2848.0,5170.0,197,2015,11
Nebraska,173.0,3724.0,10,2015,11
Nevada,4889.0,3272.0,287,2015,11
New Hampshire,4847.0,4165.0,2,2015,11
New Jersey,3462.0,4704.0,0,2015,11
New Mexico,5247.0,4974.0,277,2015,11
New York,8650.0,23519.0,149,2015,11
North Carolina,1370.0,20107.0,202,2015,11
North Dakota,1720.0,3744.0,79,2015,11
Ohio,34878.0,31817.0,1483,2015,11
